"lang"
{
  "Language"    "English"
    "DOTA_Tooltip_gamble_bar_hp_three"                                                "Gamble Bar Hp Three"
    "DOTA_Tooltip_gamble_bar_hp_three_Description"                                    ""

    "DOTA_Tooltip_gamble_diamond_armor_three"                                         "Gamble Diamond Armor Three"
    "DOTA_Tooltip_gamble_diamond_armor_three_Description"                             ""

    "DOTA_Tooltip_gamble_shoe_speed_three"                                            "Gamble Shoe Speed Three"
    "DOTA_Tooltip_gamble_shoe_speed_three_Description"                                ""


    // ******************** ITEM MODIFIERS ********************

    // ******************** ABILITIES ********************
    "DOTA_Tooltip_ability_gamble_heart_one"                                           "Heart"
    "DOTA_Tooltip_ability_gamble_heart_one_Description"                               "Increases HP regen"
    "DOTA_Tooltip_ability_gamble_heart_one_health_regen"                              "HEALTH REGEN:"

    "DOTA_Tooltip_ability_gamble_bar_one"                                             "Bar"
    "DOTA_Tooltip_ability_gamble_bar_one_Description"                                 "Increases max HP"
    "DOTA_Tooltip_ability_gamble_bar_one_health_bonus"                                "HEALTH BONUS:"

    "DOTA_Tooltip_ability_gamble_diamond_one"                                         "Diamond"
    "DOTA_Tooltip_ability_gamble_diamond_one_Description"                             "Increases Armor"
    "DOTA_Tooltip_ability_gamble_diamond_one_armor_bonus"                             "ARMOR BONUS:"

    "DOTA_Tooltip_ability_gamble_horseshoe_one"                                       "Horseshoe"
    "DOTA_Tooltip_ability_gamble_horseshoe_one_Description"                           "Increases Movement Speed"
    "DOTA_Tooltip_ability_gamble_horseshoe_one_move_bonus"                            "MOVE BONUS:"

    "DOTA_Tooltip_ability_gamble_bell_one"                                            "Bell"
    "DOTA_Tooltip_ability_gamble_bell_one_Description"                                "Silences target Captain's ship for the duration"
    "DOTA_Tooltip_ability_gamble_bell_one_duration"                                   "DURATION:"

    "DOTA_Tooltip_ability_gamble_cherry_one"                                          "Cherry"
    "DOTA_Tooltip_ability_gamble_cherry_one_Description"                              "Throws a random number of Cherry Bombs dealing damage to target area"
    "DOTA_Tooltip_ability_gamble_cherry_one_radius"                                   "RADIUS:"
    "DOTA_Tooltip_ability_gamble_cherry_one_dmg"                                      "DAMAGE:"

    "DOTA_Tooltip_ability_gamble_seven_one"                                           "Seven"
    "DOTA_Tooltip_ability_gamble_seven_one_Description"                               "Fires 7 powerful shots at target enemy. Moving stops shooting."
    "DOTA_Tooltip_ability_gamble_seven_one_damage"                                    "DAMAGE:"

    "DOTA_Tooltip_ability_gamble_heart_two"                                           "Heart"
    "DOTA_Tooltip_ability_gamble_heart_two_Description"                               "Increases HP regen"
    "DOTA_Tooltip_ability_gamble_heart_two_health_regen"                              "HEALTH REGEN:"

    "DOTA_Tooltip_ability_gamble_bar_two"                                             "Bar"
    "DOTA_Tooltip_ability_gamble_bar_two_Description"                                 "Increases max HP"
    "DOTA_Tooltip_ability_gamble_bar_two_health_bonus"                                "HEALTH BONUS:"

    "DOTA_Tooltip_ability_gamble_diamond_two"                                         "Diamond"
    "DOTA_Tooltip_ability_gamble_diamond_two_Description"                             "Increases Armor"
    "DOTA_Tooltip_ability_gamble_diamond_two_armor_bonus"                             "ARMOR BONUS:"

    "DOTA_Tooltip_ability_gamble_horseshoe_two"                                       "Horseshoe"
    "DOTA_Tooltip_ability_gamble_horseshoe_two_Description"                           "Increases Movement Speed"
    "DOTA_Tooltip_ability_gamble_horseshoe_two_move_bonus"                            "MOVE BONUS:"

    "DOTA_Tooltip_ability_gamble_bell_two"                                            "Bell"
    "DOTA_Tooltip_ability_gamble_bell_two_Description"                                "Silences target Captain's ship for the duration"
    "DOTA_Tooltip_ability_gamble_bell_two_duration"                                   "DURATION:"

    "DOTA_Tooltip_ability_gamble_cherry_two"                                          "Cherry"
    "DOTA_Tooltip_ability_gamble_cherry_two_Description"                               "Throws a random number of Cherry Bombs dealing damage to target area"
    "DOTA_Tooltip_ability_gamble_cherry_two_radius"                                   "RADIUS:"
    "DOTA_Tooltip_ability_gamble_cherry_two_dmg"                                      "DAMAGE:"

    "DOTA_Tooltip_ability_gamble_seven_two"                                           "Seven"
    "DOTA_Tooltip_ability_gamble_seven_two_Description"                               "Fires 7 powerful shots at target enemy. Moving stops shooting."
    "DOTA_Tooltip_ability_gamble_seven_two_damage"                                    "DAMAGE:"

    "DOTA_Tooltip_ability_gamble_heart_three"                                         "Heart"
    "DOTA_Tooltip_ability_gamble_heart_three_Description"                              "Increases HP regen"
    "DOTA_Tooltip_ability_gamble_heart_three_health_regen"                            "HEALTH REGEN:"

    "DOTA_Tooltip_ability_gamble_bar_three"                                           "Bar"
    "DOTA_Tooltip_ability_gamble_bar_three_Description"                               "Increasdes max HP"
    "DOTA_Tooltip_ability_gamble_bar_three_health_bonus"                              "HEALTH BONUS:"

    "DOTA_Tooltip_ability_gamble_diamond_three"                                       "Diamond"
    "DOTA_Tooltip_ability_gamble_diamond_three_Description"                           "Increases Armor"
    "DOTA_Tooltip_ability_gamble_diamond_three_armor_bonus"                           "ARMOR BONUS:"

    "DOTA_Tooltip_ability_gamble_horseshoe_three"                                     "Horseshoe"
    "DOTA_Tooltip_ability_gamble_horseshoe_three_Description"                         "Increases Movement Speed"
    "DOTA_Tooltip_ability_gamble_horseshoe_three_move_bonus"                          "MOVE BONUS:"

    "DOTA_Tooltip_ability_gamble_bell_three"                                          "Bell"
    "DOTA_Tooltip_ability_gamble_bell_three_Description"                              "Silences target Captain's ship for the listed duration"
    "DOTA_Tooltip_ability_gamble_bell_three_duration"                                 "DURATION:"

    "DOTA_Tooltip_ability_gamble_cherry_three"                                        "Cherry"
    "DOTA_Tooltip_ability_gamble_cherry_three_Description"                             "Throws a random number of Cherry Bombs dealing damage to target area"
    "DOTA_Tooltip_ability_gamble_cherry_three_radius"                                 "RADIUS:"
    "DOTA_Tooltip_ability_gamble_cherry_three_dmg"                                    "DAMAGE:"

    "DOTA_Tooltip_ability_gamble_seven_three"                                         "Seven"
    "DOTA_Tooltip_ability_gamble_seven_three_Description"                             "Fires 7 powerful shots at target enemy. Moving stops shooting."
    "DOTA_Tooltip_ability_gamble_seven_three_damage"                                  "DAMAGE:"


    // ******************** ITEMS ********************

    // DOTA 2 MODKIT GENERATED TOOLTIPS FOR: battleships_traders
    // Keys already defined in addon_english.txt are not listed, nor are Modifiers with the property "IsHidden" "1".

    // ******************** HEROES ********************

    // ******************** UNITS ********************
    "npc_dota_hero_razor_battleship8d"                                                "Stormchaser Hydrofoil"
    // ******************** ABILITY MODIFIERS ********************

    // ******************** ITEM MODIFIERS ********************

    // ******************** ABILITIES ********************
    "DOTA_Tooltip_ability_thunder_storm"                                              "Thunder Storm"
    "DOTA_Tooltip_ability_thunder_storm_Description"                                  "Rains lightning around you for the duration, striking foes and slowing their ships. \n Higher levels increase damage."
    "DOTA_Tooltip_ability_thunder_storm_lightning_radius"                             "LIGHTNING RADIUS:"
    "DOTA_Tooltip_ability_thunder_storm_damage"                                       "DAMAGE:"

    "DOTA_Tooltip_ability_static_link_lua"                                            "Static Surge"
    "DOTA_Tooltip_ability_static_link_lua_Description"                                "Bond to target, dealing damage and building up static charge"
    "DOTA_Tooltip_ability_static_link_lua_drain_length"                               "DURATION:"
    "DOTA_Tooltip_ability_static_link_lua_drain_rate"                                 "SURGE RATE:"
    "DOTA_Tooltip_ability_static_link_lua_drain_range_buffer"                         "DRAIN RANGE BUFFER:"

    "DOTA_Tooltip_ability_ball_lightning_lua"                                         "Electric Slide"
    "DOTA_Tooltip_ability_ball_lightning_lua_Description"                             "Discharge built up static to surge forward at ridiculous speed, ignoring walls and other ships"
    "DOTA_Tooltip_ability_ball_lightning_lua_ball_speed"                              "SPEED:"

    "DOTA_Tooltip_ability_electric_bounce_lua"                                        "Electromagnetic Shielding"
    "DOTA_Tooltip_ability_electric_bounce_lua_Description"                            "Incoming weapon attacks are redirected by electromagnetic forces back to their sources. Bounces back every %chance%th hit"
  

    // ******************** ITEMS ********************
      // DOTA 2 MODKIT GENERATED TOOLTIPS FOR: battleships_traders
    // Keys already defined in addon_english.txt are not listed, nor are Modifiers with the property "IsHidden" "1".

    // ******************** HEROES ********************

    // ******************** UNITS ********************

    // ******************** ABILITY MODIFIERS ********************
    "DOTA_Tooltip_peak_ind"                                                           "Sonar cooldown"
    "DOTA_Tooltip_peak_ind_Description"                                               ""

    "DOTA_Tooltip_modifier_guardian_angel"                                            "Guardian Angel"
    "DOTA_Tooltip_modifier_guardian_angel_Description"                                ""


    // ******************** ITEM MODIFIERS ********************
    "DOTA_Tooltip_item_poison_bow_doubled_shooting"                                   "Item Poison Bow Doubled Shooting"
    "DOTA_Tooltip_item_poison_bow_doubled_shooting_Description"                       ""

    "DOTA_Tooltip_item_fire_bow_doubled_shooting"                                     "Item Fire Bow Doubled Shooting"
    "DOTA_Tooltip_item_fire_bow_doubled_shooting_Description"                         ""

    "DOTA_Tooltip_item_ice_bow_doubled_shooting"                                      "Item Ice Bow Doubled Shooting"
    "DOTA_Tooltip_item_ice_bow_doubled_shooting_Description"                          ""

    "DOTA_Tooltip_item_wind_bow_doubled_shooting"                                     "Item Wind Bow Doubled Shooting"
    "DOTA_Tooltip_item_wind_bow_doubled_shooting_Description"                         ""

    "DOTA_Tooltip_item_light_bow_doubled_shooting"                                    "Item Light Bow Doubled Shooting"
    "DOTA_Tooltip_item_light_bow_doubled_shooting_Description"                        ""

    "DOTA_Tooltip_item_coal_bow_doubled_shooting"                                     "Item Coal Bow Doubled Shooting"
    "DOTA_Tooltip_item_coal_bow_doubled_shooting_Description"                         ""

    "DOTA_Tooltip_item_plasma_bow_doubled_shooting"                                   "Item Plasma Bow Doubled Shooting"
    "DOTA_Tooltip_item_plasma_bow_doubled_shooting_Description"                       ""

    "DOTA_Tooltip_item_spin_bow_doubled_shooting"                                     "Item Spin Bow Doubled Shooting"
    "DOTA_Tooltip_item_spin_bow_doubled_shooting_Description"                         ""

    "DOTA_Tooltip_item_caulk_bow_doubled_shooting"                                    "Item Caulk Bow Doubled Shooting"
    "DOTA_Tooltip_item_caulk_bow_doubled_shooting_Description"                        ""

    "DOTA_Tooltip_item_breach_bow_doubled_shooting"                                   "Item Breach Bow Doubled Shooting"
    "DOTA_Tooltip_item_breach_bow_doubled_shooting_Description"                       ""

    "DOTA_Tooltip_item_chaos_bow_doubled_shooting"                                    "Item Chaos Bow Doubled Shooting"
    "DOTA_Tooltip_item_chaos_bow_doubled_shooting_Description"                        ""

    "DOTA_Tooltip_item_poison_two_bow_doubled_shooting"                               "Item Poison Two Bow Doubled Shooting"
    "DOTA_Tooltip_item_poison_two_bow_doubled_shooting_Description"                   ""

    "DOTA_Tooltip_item_fire_two_bow_doubled_shooting"                                 "Item Fire Two Bow Doubled Shooting"
    "DOTA_Tooltip_item_fire_two_bow_doubled_shooting_Description"                     ""

    "DOTA_Tooltip_item_ice_two_bow_doubled_shooting"                                  "Item Ice Two Bow Doubled Shooting"
    "DOTA_Tooltip_item_ice_two_bow_doubled_shooting_Description"                      ""

    "DOTA_Tooltip_item_wind_two_bow_doubled_shooting"                                 "Item Wind Two Bow Doubled Shooting"
    "DOTA_Tooltip_item_wind_two_bow_doubled_shooting_Description"                     ""

    "DOTA_Tooltip_item_light_two_bow_doubled_shooting"                                "Item Light Two Bow Doubled Shooting"
    "DOTA_Tooltip_item_light_two_bow_doubled_shooting_Description"                    ""
